Property_ID,Property_Type,Location,Bedrooms,Bathrooms,Size_sqft,Price_AED,Price_per_sqft,Furnishing,Year_Built,Listing_Date,Amenities,View_Type,Parking_Spaces,Property_Age
DXB01497,Studio,DIFC,0,1,447,1004856,2248,Semi-Furnished,2015,2025-07-12,"Swimming Pool, Storage, Gym, Garden, Study Room, Balcony, BBQ Area",Garden View,1,10
DXB01498,Apartment,Discovery Gardens,4,4,1962,3610080,1840,Semi-Furnished,2019,2025-01-07,"Pets Allowed, Swimming Pool, Maid Room, Sauna",Garden View,4,6
DXB01499,Apartment,The Greens,4,3,1697,2859445,1685,Semi-Furnished,2023,2025-07-09,"Security, Gym, Maid Room, Steam Room",Marina View,4,2
DXB01500,Villa,Palm Jumeirah,5,5,5321,12243621,2301,Semi-Furnished,2015,2025-01-04,"Pets Allowed, Security, Study Room, Maid Room, Steam Room, BBQ Area",Garden View,4,10
DXB01501,Villa,Mudon,3,2,4446,5935410,1335,Semi-Furnished,2025,2024-11-19,"Steam Room, Swimming Pool, Pets Allowed, Gym",Marina View,4,0
DXB01502,Villa,Motor City,5,4,4830,5168100,1070,Furnished,2014,2025-01-11,"Gym, Steam Room, Jacuzzi, Swimming Pool, Pets Allowed, Study Room, Sauna",Sea View,4,11
DXB01503,Townhouse,Motor City,2,1,2497,3041346,1218,Furnished,2019,2024-12-01,"Parking, Study Room, Security, Maid Room, Gym, Garden, BBQ Area",Sea View,3,6
DXB01504,Villa,Jumeirah Lake Towers,4,4,4161,5392656,1296,Furnished,2020,2025-06-06,"Study Room, Parking, Security, Sauna",Sea View,4,5
DXB01505,Studio,Mudon,0,1,478,478956,1002,Semi-Furnished,2024,2024-12-04,"Maid Room, Sauna, BBQ Area",Marina View,1,1
DXB01506,Studio,Al Barsha,0,1,516,770904,1494,Furnished,2011,2024-12-01,"Jacuzzi, Parking, Sauna, Pets Allowed, Concierge",City View,1,14
DXB01507,Penthouse,Dubai Marina,4,4,4729,8114964,1716,Semi-Furnished,2013,2025-03-24,"Pets Allowed, Maid Room, Swimming Pool, Sauna, Gym, Concierge, Parking",Golf Course View,4,12
DXB01508,Penthouse,Mudon,3,2,3693,7208736,1952,Semi-Furnished,2025,2025-02-20,"Gym, Steam Room, Parking, Storage, Childrens Play Area, Study Room, Concierge, Jacuzzi",Golf Course View,4,0
DXB01509,Apartment,Downtown Dubai,3,2,1530,2989620,1954,Furnished,2011,2025-08-22,"Parking, BBQ Area, Childrens Play Area, Maid Room, Pets Allowed, Concierge, Balcony",Sea View,4,14
DXB01510,Townhouse,Jumeirah Village Circle,3,2,2404,3389640,1410,Furnished,2020,2025-03-05,"Concierge, BBQ Area, Pets Allowed",City View,4,5
DXB01511,Studio,Al Furjan,0,1,435,766470,1762,Semi-Furnished,2017,2025-03-14,"Swimming Pool, BBQ Area, Maid Room, Concierge",Marina View,1,8
DXB01512,Penthouse,Motor City,5,5,5463,9582102,1754,Semi-Furnished,2025,2025-09-03,"BBQ Area, Pets Allowed, Concierge, Balcony, Study Room, Security",Garden View,4,0
DXB01513,Townhouse,Al Furjan,4,3,3000,3279000,1093,Furnished,2014,2024-12-26,"Security, Storage, Study Room, Sauna, Parking",Sea View,4,11
DXB01514,Villa,Dubai Marina,5,5,5135,6608745,1287,Unfurnished,2016,2025-02-17,"Pets Allowed, Sauna, Study Room, Parking, Swimming Pool",Marina View,4,9
DXB01515,Apartment,Business Bay,2,1,1223,1998382,1634,Semi-Furnished,2019,2025-08-11,"BBQ Area, Balcony, Pets Allowed, Gym",Golf Course View,3,6
DXB01516,Apartment,Discovery Gardens,1,1,883,1742159,1973,Unfurnished,2016,2024-11-27,"Concierge, Swimming Pool, Storage",Marina View,2,9
DXB01517,Apartment,Arabian Ranches,3,3,1653,3175413,1921,Semi-Furnished,2014,2024-12-06,"Balcony, Jacuzzi, Garden, Pets Allowed, Childrens Play Area, Swimming Pool, Parking",City View,4,11
DXB01518,Studio,Mirdif,0,1,479,757778,1582,Semi-Furnished,2023,2025-05-01,"Security, Parking, Jacuzzi, Pets Allowed, Swimming Pool, Sauna",Garden View,1,2
DXB01519,Villa,Town Square,3,3,4516,6904964,1529,Unfurnished,2014,2024-11-18,"Storage, Study Room, Swimming Pool, Gym, Garden, Parking, Sauna",City View,4,11
DXB01520,Apartment,Jumeirah Lake Towers,3,2,1560,1645800,1055,Semi-Furnished,2014,2025-03-03,"Sauna, Storage, BBQ Area, Childrens Play Area, Gym, Balcony",Sea View,4,11
DXB01521,Villa,Downtown Dubai,3,3,4322,7394942,1711,Unfurnished,2011,2025-07-09,"Swimming Pool, Maid Room, Pets Allowed, Concierge, Security",Sea View,4,14
DXB01522,Apartment,Town Square,3,3,1382,2027394,1467,Furnished,2015,2025-02-06,"Swimming Pool, Gym, Storage, Parking, Pets Allowed, Childrens Play Area, BBQ Area",Sea View,4,10
DXB01523,Apartment,Damac Hills,2,1,1220,1261480,1034,Unfurnished,2017,2025-06-21,"Concierge, Maid Room, Security",City View,3,8
DXB01524,Villa,Al Barsha,6,6,6291,11694969,1859,Furnished,2013,2025-09-09,"Maid Room, Sauna, Swimming Pool, Gym",Marina View,4,12
DXB01525,Studio,The Springs,0,1,405,738315,1823,Unfurnished,2022,2025-07-01,"Maid Room, BBQ Area, Pets Allowed, Concierge",Sea View,1,3
DXB01526,Penthouse,The Springs,3,2,3911,6582213,1683,Semi-Furnished,2011,2024-11-08,"Pets Allowed, Parking, Study Room, Childrens Play Area, Maid Room, Balcony",Golf Course View,4,14
DXB01527,Villa,Emirates Hills,4,3,4305,7296975,1695,Furnished,2022,2025-04-15,"Steam Room, Security, Parking, Study Room",City View,4,3
DXB01528,Studio,The Greens,0,1,510,1004700,1970,Furnished,2012,2025-06-22,"Childrens Play Area, Pets Allowed, Swimming Pool, Gym, Study Room, Sauna, Maid Room, Parking",City View,1,13
DXB01529,Penthouse,Downtown Dubai,4,4,4091,9662942,2362,Semi-Furnished,2020,2025-04-06,"Swimming Pool, Pets Allowed, Steam Room, Gym",Garden View,4,5
DXB01530,Villa,The Springs,5,4,5670,9293130,1639,Unfurnished,2016,2025-09-27,"Parking, Garden, Gym, Concierge, Childrens Play Area, Steam Room",Sea View,4,9
DXB01531,Penthouse,Deira,5,5,5677,7851291,1383,Furnished,2022,2024-12-31,"Swimming Pool, Gym, BBQ Area, Concierge, Storage, Study Room, Pets Allowed",City View,4,3
DXB01532,Penthouse,Dubai Sports City,4,3,3826,6324378,1653,Furnished,2021,2025-09-24,"Concierge, Steam Room, Swimming Pool, Jacuzzi, Gym, Parking, Pets Allowed",Garden View,4,4
DXB01533,Studio,Discovery Gardens,0,1,402,717972,1786,Semi-Furnished,2015,2025-05-09,"Concierge, Parking, Balcony, Gym, BBQ Area, Pets Allowed",Sea View,1,10
DXB01534,Villa,International City,4,4,4347,5116419,1177,Unfurnished,2022,2025-02-06,"Sauna, Parking, Storage, Security, Maid Room, Jacuzzi",Marina View,4,3
DXB01535,Penthouse,International City,3,3,3666,4710810,1285,Semi-Furnished,2016,2025-10-12,"Swimming Pool, Steam Room, Gym, Parking, Study Room, Garden",Garden View,4,9
DXB01536,Studio,Mudon,0,1,490,688450,1405,Unfurnished,2019,2025-08-13,"Pets Allowed, Security, Parking",Marina View,1,6
DXB01537,Villa,DIFC,3,2,4413,7912509,1793,Furnished,2021,2025-01-06,"Security, Jacuzzi, Storage",Garden View,4,4
DXB01538,Apartment,DIFC,3,2,1366,3311184,2424,Unfurnished,2011,2025-05-16,"Maid Room, Steam Room, Sauna",Marina View,4,14
DXB01539,Townhouse,Dubai Hills Estate,3,2,3031,5880140,1940,Unfurnished,2017,2025-09-03,"Swimming Pool, Study Room, Storage, Balcony",Garden View,4,8
DXB01540,Villa,Damac Hills,4,3,4672,7937728,1699,Unfurnished,2019,2025-08-26,"Jacuzzi, Balcony, Storage, Garden, Security, Childrens Play Area, Parking",Marina View,4,6
DXB01541,Penthouse,Jumeirah Village Circle,5,5,4492,4554888,1014,Semi-Furnished,2015,2025-05-15,"Storage, Study Room, Pets Allowed, Security, Concierge, Gym, Balcony",Golf Course View,4,10
DXB01542,Townhouse,The Springs,3,2,3094,6054958,1957,Unfurnished,2016,2025-03-23,"Sauna, Swimming Pool, Gym",Garden View,4,9
DXB01543,Villa,The Springs,5,5,4362,8087148,1854,Unfurnished,2025,2025-01-10,"Study Room, Swimming Pool, Pets Allowed, Jacuzzi, Childrens Play Area",Garden View,4,0
DXB01544,Penthouse,DIFC,4,3,4608,9188352,1994,Furnished,2016,2025-01-20,"Balcony, Childrens Play Area, Jacuzzi, Study Room",City View,4,9
DXB01545,Penthouse,Bur Dubai,3,2,3652,6394652,1751,Semi-Furnished,2014,2025-07-07,"Security, BBQ Area, Swimming Pool, Study Room, Pets Allowed",Sea View,4,11
DXB01546,Penthouse,Business Bay,4,4,4395,5735475,1305,Semi-Furnished,2014,2025-04-18,"Swimming Pool, Childrens Play Area, Gym, Maid Room, Security, Jacuzzi, Steam Room",Golf Course View,4,11
DXB01547,Townhouse,Discovery Gardens,1,1,1801,2642067,1467,Furnished,2020,2025-09-09,"Swimming Pool, Gym, Parking",Golf Course View,2,5
DXB01548,Villa,Al Furjan,4,3,4377,6688056,1528,Furnished,2023,2025-08-24,"Study Room, BBQ Area, Swimming Pool, Gym, Maid Room",Marina View,4,2
DXB01549,Villa,Downtown Dubai,5,4,5034,11688948,2322,Furnished,2019,2025-10-03,"Swimming Pool, Sauna, Gym, Pets Allowed, Concierge, Parking",Golf Course View,4,6
DXB01550,Studio,Palm Jumeirah,0,1,513,1220940,2380,Unfurnished,2023,2025-07-19,"Parking, Sauna, Garden, Childrens Play Area, Balcony, Security",Golf Course View,1,2
DXB01551,Villa,Downtown Dubai,3,3,4363,10056715,2305,Unfurnished,2025,2025-08-17,"Steam Room, Security, Parking, Concierge, Balcony, Gym, Study Room",City View,4,0
DXB01552,Villa,Discovery Gardens,6,5,5183,6266247,1209,Unfurnished,2025,2025-07-24,"Pets Allowed, Parking, Jacuzzi, BBQ Area",Sea View,4,0
DXB01553,Villa,Jumeirah Lake Towers,5,4,4346,7370816,1696,Semi-Furnished,2022,2024-11-14,"Maid Room, Jacuzzi, Pets Allowed",Golf Course View,4,3
DXB01554,Apartment,Mirdif,4,4,1764,3014676,1709,Semi-Furnished,2018,2025-06-04,"Pets Allowed, Balcony, Sauna, Gym, Childrens Play Area, Storage, Maid Room",Sea View,4,7
DXB01555,Villa,Town Square,6,5,5587,10542669,1887,Semi-Furnished,2019,2025-06-01,"Gym, Jacuzzi, Maid Room, Study Room",Marina View,4,6
DXB01556,Villa,Business Bay,4,3,4106,7390800,1800,Furnished,2018,2025-09-23,"Maid Room, Steam Room, Concierge",Sea View,4,7
DXB01557,Apartment,Motor City,1,1,1143,1239012,1084,Unfurnished,2012,2025-09-22,"Steam Room, Concierge, Pets Allowed, Storage, Sauna, Parking, Maid Room",City View,2,13
DXB01558,Villa,Emirates Hills,5,5,5637,13404786,2378,Furnished,2011,2025-07-27,"Gym, Security, Pets Allowed, Jacuzzi",Marina View,4,14
DXB01559,Villa,Dubai Silicon Oasis,3,2,3556,4078732,1147,Semi-Furnished,2016,2025-07-09,"Security, Parking, BBQ Area, Jacuzzi, Steam Room, Balcony, Swimming Pool",Sea View,4,9
DXB01560,Villa,Bur Dubai,4,4,3853,5513643,1431,Furnished,2017,2025-02-10,"Concierge, Swimming Pool, Childrens Play Area, Maid Room, Security",Garden View,4,8
DXB01561,Studio,The Greens,0,1,401,599495,1495,Semi-Furnished,2013,2025-01-02,"Security, Concierge, Parking, Steam Room, Gym, Sauna, Garden",Golf Course View,1,12
DXB01562,Villa,DIFC,6,5,4850,7619350,1571,Furnished,2013,2025-03-05,"Storage, Jacuzzi, Pets Allowed",Sea View,4,12
DXB01563,Penthouse,Dubai Marina,3,2,3919,7344206,1874,Semi-Furnished,2015,2025-03-14,"Swimming Pool, Maid Room, Steam Room, Security",Garden View,4,10
DXB01564,Penthouse,Emirates Hills,4,3,4288,7199552,1679,Semi-Furnished,2019,2025-03-22,"Swimming Pool, Jacuzzi, Gym, Steam Room, Garden, BBQ Area, Study Room, Concierge",Marina View,4,6
DXB01565,Townhouse,Damac Hills,3,3,2516,3338732,1327,Semi-Furnished,2017,2025-09-13,"BBQ Area, Jacuzzi, Security",City View,4,8
DXB01566,Penthouse,DIFC,4,4,4470,8957880,2004,Unfurnished,2017,2024-11-14,"Jacuzzi, Maid Room, Parking, Pets Allowed, Gym, Swimming Pool",Golf Course View,4,8
DXB01567,Townhouse,JBR (Jumeirah Beach Residence),3,2,2530,4989160,1972,Unfurnished,2020,2025-02-26,"Storage, Steam Room, Security",Sea View,4,5
DXB01568,Townhouse,Deira,3,2,2893,4194850,1450,Semi-Furnished,2022,2025-02-20,"Sauna, Balcony, Study Room, Jacuzzi, Swimming Pool, Childrens Play Area",City View,4,3
DXB01569,Penthouse,Motor City,5,4,5054,5812100,1150,Unfurnished,2024,2025-01-02,"Gym, Swimming Pool, Steam Room, Sauna, Maid Room",Golf Course View,4,1
DXB01570,Penthouse,Jumeirah Village Circle,5,5,5347,9244963,1729,Semi-Furnished,2012,2025-05-09,"Childrens Play Area, Swimming Pool, Garden, Balcony, Pets Allowed",Marina View,4,13
DXB01571,Studio,Palm Jumeirah,0,1,514,1029028,2002,Furnished,2012,2025-01-16,"Study Room, Steam Room, Childrens Play Area, BBQ Area",Garden View,1,13
DXB01572,Studio,Jumeirah Village Circle,0,1,427,544425,1275,Furnished,2015,2024-11-19,"Pets Allowed, Balcony, Security",Garden View,1,10
DXB01573,Townhouse,DIFC,3,3,3095,4738445,1531,Semi-Furnished,2015,2025-10-25,"BBQ Area, Childrens Play Area, Security, Study Room",Marina View,4,10
DXB01574,Villa,Mirdif,6,6,5141,8549483,1663,Unfurnished,2017,2024-12-14,"Steam Room, Pets Allowed, Balcony, Concierge, Security, Jacuzzi, Storage, Study Room",Garden View,4,8
DXB01575,Studio,Al Furjan,0,1,408,659328,1616,Unfurnished,2012,2025-09-10,"Sauna, BBQ Area, Steam Room, Parking, Maid Room",Garden View,1,13
DXB01576,Penthouse,Dubai Hills Estate,5,5,4570,5630240,1232,Furnished,2014,2025-09-03,"Security, Sauna, Maid Room, Childrens Play Area, Storage, Parking",Golf Course View,4,11
DXB01577,Villa,The Springs,5,5,5693,10811007,1899,Semi-Furnished,2022,2024-11-06,"Balcony, BBQ Area, Garden, Sauna, Childrens Play Area, Security, Steam Room, Storage",Garden View,4,3
DXB01578,Apartment,Bur Dubai,1,1,927,1278333,1379,Unfurnished,2012,2025-01-19,"Concierge, Maid Room, Childrens Play Area, Security",Garden View,2,13
DXB01579,Apartment,Dubai Silicon Oasis,3,2,1395,1798155,1289,Furnished,2011,2025-01-19,"Security, Study Room, Maid Room, Swimming Pool, Balcony, Sauna",Golf Course View,4,14
DXB01580,Penthouse,Bur Dubai,4,4,4963,6164046,1242,Semi-Furnished,2022,2025-03-20,"Childrens Play Area, Security, Balcony, Jacuzzi, Storage, Swimming Pool, Sauna, Parking",City View,4,3
DXB01581,Studio,Town Square,0,1,389,685418,1762,Unfurnished,2011,2024-11-10,"Swimming Pool, Gym, Garden, Balcony, Sauna, Storage",Sea View,1,14
DXB01582,Penthouse,Jumeirah Lake Towers,5,4,5563,7298656,1312,Unfurnished,2022,2025-04-21,"Steam Room, Gym, Parking, Security, Pets Allowed, Concierge, Swimming Pool, Balcony",Marina View,4,3
DXB01583,Penthouse,Jumeirah Lake Towers,3,3,4100,4251700,1037,Furnished,2011,2025-05-24,"BBQ Area, Sauna, Swimming Pool, Study Room, Storage",Golf Course View,4,14
DXB01584,Townhouse,Al Barsha,3,3,2333,3826120,1640,Furnished,2015,2024-11-09,"Garden, Jacuzzi, Concierge, Swimming Pool",City View,4,10
DXB01585,Townhouse,Arabian Ranches,1,1,2146,2304804,1074,Unfurnished,2025,2025-10-13,"Storage, Swimming Pool, Childrens Play Area",Sea View,2,0
DXB01586,Penthouse,Damac Hills,3,3,3546,3570822,1007,Unfurnished,2015,2025-07-14,"Garden, Storage, Gym",City View,4,10
DXB01587,Studio,Discovery Gardens,0,1,417,713487,1711,Unfurnished,2020,2025-10-07,"Security, Pets Allowed, Storage, Steam Room",City View,1,5
DXB01588,Villa,Jumeirah Village Circle,3,2,3599,4765076,1324,Furnished,2017,2024-12-12,"Security, Pets Allowed, Garden, BBQ Area, Sauna, Study Room",City View,4,8
DXB01589,Apartment,The Greens,1,1,931,1577114,1694,Furnished,2011,2025-10-22,"Study Room, Sauna, Storage, Balcony, Maid Room, Childrens Play Area",City View,2,14
DXB01590,Apartment,Al Furjan,2,2,1440,2358720,1638,Furnished,2013,2025-01-15,"Childrens Play Area, Balcony, Swimming Pool, Pets Allowed",City View,3,12
DXB01591,Penthouse,Business Bay,5,5,4844,7731024,1596,Furnished,2020,2025-07-18,"Balcony, Pets Allowed, Garden",City View,4,5
DXB01592,Penthouse,Motor City,5,4,5657,8683495,1535,Unfurnished,2015,2025-05-10,"Pets Allowed, Swimming Pool, Gym, Parking",Golf Course View,4,10
DXB01593,Studio,International City,0,1,448,504448,1126,Semi-Furnished,2011,2025-07-16,"Security, Swimming Pool, Study Room, BBQ Area, Balcony, Childrens Play Area, Pets Allowed",Garden View,1,14
DXB01594,Villa,The Springs,6,5,5353,7917087,1479,Furnished,2020,2025-05-15,"Swimming Pool, Gym, Storage, Childrens Play Area, Pets Allowed, Parking, Maid Room, Jacuzzi",Golf Course View,4,5
DXB01595,Villa,Motor City,4,3,4955,9711800,1960,Semi-Furnished,2023,2025-09-01,"Garden, Sauna, Maid Room, Security, Jacuzzi, Parking, Gym",Garden View,4,2
DXB01596,Townhouse,Dubai Sports City,4,4,3403,6091370,1790,Unfurnished,2019,2024-10-31,"Storage, Swimming Pool, Gym, Parking, Security, Study Room, Balcony",Garden View,4,6
DXB01597,Townhouse,Jumeirah Village Circle,2,2,2583,3316572,1284,Unfurnished,2018,2025-04-05,"Garden, Swimming Pool, Gym, Pets Allowed, Jacuzzi",Marina View,3,7
DXB01598,Townhouse,Motor City,3,3,2572,2875496,1118,Semi-Furnished,2014,2025-09-14,"Garden, Concierge, Swimming Pool, Childrens Play Area, Gym",City View,4,11
DXB01599,Apartment,Deira,2,1,1427,2284627,1601,Unfurnished,2019,2025-05-03,"Study Room, Parking, Concierge, Sauna, Steam Room",City View,3,6
DXB01600,Studio,Downtown Dubai,0,1,502,1151588,2294,Unfurnished,2014,2025-08-07,"Maid Room, BBQ Area, Pets Allowed",Marina View,1,11
DXB01601,Townhouse,International City,3,3,2615,4071555,1557,Furnished,2016,2025-06-19,"Swimming Pool, Study Room, Gym, Storage, Security",Sea View,4,9
DXB01602,Villa,Deira,4,4,3896,5208952,1337,Furnished,2019,2025-03-22,"Maid Room, Parking, Balcony, Pets Allowed, Garden, Childrens Play Area",Marina View,4,6
DXB01603,Townhouse,DIFC,4,3,3518,8073810,2295,Furnished,2012,2025-07-06,"Balcony, Storage, Garden",City View,4,13
DXB01604,Townhouse,Downtown Dubai,4,4,2866,6101714,2129,Unfurnished,2021,2025-09-07,"Pets Allowed, Swimming Pool, Gym, Parking, Security",City View,4,4
DXB01605,Studio,Arabian Ranches,0,1,439,686596,1564,Furnished,2023,2024-11-24,"Garden, Security, Maid Room, Steam Room, Jacuzzi, Childrens Play Area",City View,1,2
DXB01606,Apartment,Town Square,4,3,1819,2048194,1126,Furnished,2017,2025-09-15,"Maid Room, Swimming Pool, Parking, Steam Room",Garden View,4,8
DXB01607,Studio,Bur Dubai,0,1,449,755218,1682,Semi-Furnished,2012,2025-05-26,"Swimming Pool, Concierge, Maid Room, BBQ Area, Sauna",City View,1,13
DXB01608,Studio,Damac Hills,0,1,491,868579,1769,Furnished,2013,2025-01-22,"Sauna, Gym, Swimming Pool, Steam Room, Concierge, BBQ Area, Childrens Play Area, Garden",City View,1,12
DXB01609,Villa,Dubai Hills Estate,4,3,4467,5950044,1332,Semi-Furnished,2022,2025-02-25,"Swimming Pool, Storage, Gym, Balcony, Childrens Play Area, Parking, BBQ Area, Pets Allowed",Garden View,4,3
DXB01610,Villa,Al Barsha,5,5,5624,6467600,1150,Unfurnished,2011,2024-11-06,"Storage, Pets Allowed, Sauna, Security, Study Room",City View,4,14
DXB01611,Apartment,Bur Dubai,2,2,1209,1762722,1458,Furnished,2016,2025-07-05,"Balcony, Garden, BBQ Area, Jacuzzi",Garden View,3,9
DXB01612,Townhouse,Dubai Marina,1,1,2091,3784710,1810,Unfurnished,2012,2025-01-02,"Study Room, Pets Allowed, Security",Garden View,2,13
DXB01613,Studio,International City,0,1,404,718716,1779,Semi-Furnished,2017,2025-05-13,"Concierge, Gym, Maid Room, Balcony, Childrens Play Area",Marina View,1,8
DXB01614,Townhouse,Dubai Silicon Oasis,3,2,2703,3443622,1274,Unfurnished,2023,2025-01-23,"Security, Parking, Concierge, Jacuzzi, Gym",Marina View,4,2
DXB01615,Villa,Dubai Sports City,6,5,5886,8346348,1418,Unfurnished,2022,2025-06-14,"BBQ Area, Pets Allowed, Sauna, Concierge",Marina View,4,3
DXB01616,Studio,Emirates Hills,0,1,431,772352,1792,Unfurnished,2020,2025-05-01,"Concierge, Sauna, Steam Room, Storage, Gym, Childrens Play Area, Balcony",Golf Course View,1,5
DXB01617,Penthouse,Mudon,4,4,4671,8940294,1914,Semi-Furnished,2015,2025-08-16,"Sauna, Balcony, BBQ Area",Marina View,4,10
DXB01618,Studio,Deira,0,1,449,559903,1247,Furnished,2025,2025-10-01,"Pets Allowed, Swimming Pool, Balcony",City View,1,0
DXB01619,Townhouse,Arabian Ranches,3,2,2685,3434115,1279,Semi-Furnished,2016,2024-12-26,"Parking, Garden, Maid Room, Childrens Play Area",Marina View,4,9
DXB01620,Villa,Damac Hills,3,2,3578,4926906,1377,Semi-Furnished,2020,2025-05-02,"Pets Allowed, Security, Study Room, Storage, Parking, Garden, Gym, Jacuzzi",Marina View,4,5
DXB01621,Apartment,Dubai Silicon Oasis,3,2,1494,2983518,1997,Furnished,2012,2025-01-31,"Sauna, Swimming Pool, Gym, Parking, Security, Garden",Garden View,4,13
DXB01622,Villa,Arabian Ranches,3,3,4567,8631630,1890,Semi-Furnished,2018,2025-10-14,"Swimming Pool, Sauna, Parking, Garden, BBQ Area, Gym",Sea View,4,7
DXB01623,Penthouse,Mudon,4,3,4167,5296257,1271,Unfurnished,2012,2025-07-07,"Study Room, Jacuzzi, Swimming Pool, BBQ Area",Golf Course View,4,13
DXB01624,Townhouse,Damac Hills,1,1,1912,2873736,1503,Unfurnished,2019,2025-09-23,"Concierge, Parking, Pets Allowed, Jacuzzi",Sea View,2,6
DXB01625,Villa,Emirates Hills,5,4,5722,12416740,2170,Furnished,2023,2025-01-20,"Swimming Pool, BBQ Area, Maid Room, Gym, Balcony",City View,4,2
DXB01626,Studio,Motor City,0,1,452,621048,1374,Furnished,2011,2024-12-01,"Childrens Play Area, Parking, Steam Room, BBQ Area, Garden, Study Room, Security, Pets Allowed",City View,1,14
DXB01627,Studio,Bur Dubai,0,1,508,701040,1380,Semi-Furnished,2020,2025-07-06,"BBQ Area, Sauna, Concierge",City View,1,5
DXB01628,Studio,Al Barsha,0,1,424,697480,1645,Semi-Furnished,2013,2024-11-11,"Swimming Pool, Sauna, Gym, Pets Allowed",Garden View,1,12
DXB01629,Villa,Dubai Silicon Oasis,6,5,4690,8610840,1836,Unfurnished,2013,2025-10-13,"Sauna, Pets Allowed, Swimming Pool, Gym, Security",Garden View,4,12
DXB01630,Studio,Bur Dubai,0,1,426,825162,1937,Unfurnished,2018,2025-05-06,"Childrens Play Area, Sauna, Maid Room, BBQ Area, Gym, Security, Garden, Swimming Pool",Marina View,1,7
DXB01631,Studio,Discovery Gardens,0,1,444,510156,1149,Semi-Furnished,2025,2025-10-05,"Security, Parking, Balcony, Gym, Swimming Pool, Jacuzzi, Steam Room",City View,1,0
DXB01632,Studio,Business Bay,0,1,425,731425,1721,Furnished,2013,2025-06-06,"Swimming Pool, Gym, Balcony, Storage, Childrens Play Area, Maid Room",Golf Course View,1,12
DXB01633,Villa,Business Bay,4,4,4474,8500600,1900,Unfurnished,2016,2025-07-15,"Maid Room, Study Room, Steam Room",Sea View,4,9
DXB01634,Villa,Dubai Silicon Oasis,5,5,5227,5368129,1027,Unfurnished,2012,2024-12-31,"Pets Allowed, Gym, Swimming Pool, Balcony, Storage",City View,4,13
DXB01635,Townhouse,Dubai Marina,2,1,2431,2897752,1192,Unfurnished,2019,2025-05-23,"BBQ Area, Gym, Maid Room, Study Room, Pets Allowed, Jacuzzi, Steam Room, Storage",Marina View,3,6
DXB01636,Townhouse,Dubai Sports City,3,3,2521,2561336,1016,Furnished,2014,2025-01-22,"Balcony, Security, Childrens Play Area",Garden View,4,11
DXB01637,Townhouse,Al Furjan,2,1,2004,2637264,1316,Semi-Furnished,2013,2024-11-26,"Garden, Balcony, Jacuzzi, Parking",Golf Course View,3,12
DXB01638,Apartment,Deira,3,2,1767,3459786,1958,Furnished,2011,2025-07-17,"Jacuzzi, Childrens Play Area, Security, Study Room, Pets Allowed, Balcony, Gym, BBQ Area",Sea View,4,14
DXB01639,Apartment,Emirates Hills,3,3,1656,4067136,2456,Unfurnished,2023,2025-01-13,"Balcony, Pets Allowed, Parking, Concierge, Jacuzzi, Security, Childrens Play Area, Study Room",City View,4,2
DXB01640,Villa,Discovery Gardens,5,5,4974,8147412,1638,Unfurnished,2014,2024-11-30,"Maid Room, Jacuzzi, Balcony, Childrens Play Area, Concierge, Study Room, Swimming Pool",Sea View,4,11
DXB01641,Studio,DIFC,0,1,423,650997,1539,Semi-Furnished,2014,2024-12-31,"Swimming Pool, Gym, Storage, Parking, Security, Garden",Marina View,1,11
DXB01642,Villa,Motor City,4,3,5110,5324620,1042,Furnished,2017,2025-06-30,"Balcony, Childrens Play Area, Steam Room, Swimming Pool, Jacuzzi, Garden, Study Room, Security",Sea View,4,8
DXB01643,Apartment,Al Furjan,2,2,1120,1940960,1733,Furnished,2019,2024-12-27,"Gym, Balcony, BBQ Area, Security, Jacuzzi, Swimming Pool, Storage",Marina View,3,6
DXB01644,Penthouse,Bur Dubai,4,4,3805,7590975,1995,Unfurnished,2011,2025-05-07,"Jacuzzi, BBQ Area, Sauna",Sea View,4,14
DXB01645,Studio,DIFC,0,1,509,1037342,2038,Unfurnished,2015,2025-04-13,"Concierge, Pets Allowed, Sauna, Swimming Pool, Balcony, Childrens Play Area, Study Room, Gym",Marina View,1,10
DXB01646,Townhouse,Dubai Hills Estate,4,4,2904,4254360,1465,Unfurnished,2013,2025-09-03,"Maid Room, Storage, Pets Allowed, Garden",Sea View,4,12
DXB01647,Studio,Jumeirah Lake Towers,0,1,395,658070,1666,Semi-Furnished,2023,2025-02-17,"Pets Allowed, Balcony, Childrens Play Area, Jacuzzi, Study Room, Garden",Garden View,1,2
DXB01648,Villa,The Springs,4,4,4685,6184200,1320,Unfurnished,2015,2025-04-10,"Study Room, Balcony, Pets Allowed, Garden, Swimming Pool, Security, BBQ Area, Storage",Garden View,4,10
DXB01649,Townhouse,International City,1,1,2064,2980416,1444,Furnished,2020,2024-12-18,"Concierge, Study Room, Storage, Garden, Swimming Pool, Childrens Play Area",Marina View,2,5
DXB01650,Villa,Mirdif,5,4,4767,7288743,1529,Unfurnished,2018,2025-02-09,"Study Room, Security, Steam Room",Golf Course View,4,7
DXB01651,Studio,The Greens,0,1,511,1020978,1998,Furnished,2016,2025-03-18,"Garden, BBQ Area, Security, Concierge",City View,1,9
DXB01652,Townhouse,Jumeirah Village Circle,4,3,3281,3527075,1075,Furnished,2017,2025-04-24,"Jacuzzi, Maid Room, Gym, Concierge, Balcony",Marina View,4,8
